序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
160,588060,广发上证科创板50成份ETF,指数型-股票,2025-03-13,0.6815,0.6815,-4.63,5.14,7.97,62.84,31.16,7.12,-9.06,8.07,-31.85,2021-07-15
161,588180,国联安上证科创板50成份ETF,指数型-股票,2025-03-13,0.6906,0.6906,-4.63,5.11,7.97,62.95,31.14,7.42,-7.7,8.08,-30.94,2021-06-24
162,588150,南方上证科创板50ETF,指数型-股票,2025-03-13,0.7495,0.7495,-4.63,5.15,8.06,63.18,31.1,6.89,-8.05,8.22,-25.05,2021-12-10
163,159887,富国中证800银行ETF,指数型-股票,2025-03-13,1.2261,1.2261,0.24,0.18,6.45,26.08,31.09,42.69,33.69,1.46,22.61,2021-05-12
164,516210,华安中证银行ETF,指数型-股票,2025-03-13,1.2767,1.2767,0.23,0.15,6.16,25.76,31.02,41.75,32.2,1.32,27.67,2021-09-03
165,588090,华泰柏瑞上证科创板50成份ETF,指数型-股票,2025-03-13,1.1018,0.7694,-4.63,5.1,7.93,62.92,30.98,6.97,-8.58,8.04,-23.06,2020-09-28
166,159530,易方达国证机器人产业ETF,指数型-股票,2025-03-14,1.4262,,-1.66,8.9,16.53,76.23,30.98,,,22.94,42.62,2024-01-10
167,588050,工银上证科创50成份ETF,指数型-股票,2025-03-13,1.099,0.7658,-4.63,5.07,7.89,62.74,30.96,7.23,-8.27,8.02,-23.42,2020-09-28
168,515250,富国中证智能汽车主题ETF,指数型-股票,2025-03-13,1.0449,1.0449,-4.71,-1.28,9.06,50.56,30.96,25.6,11.74,12.14,4.49,2020-12-24
169,512730,鹏华中证银行ETF,指数型-股票,2025-03-13,1.5395,1.5395,0.21,0.15,6.16,25.53,30.94,42.2,35.2,1.38,53.95,2019-12-19
170,159819,易方达中证人工智能主题ETF,指数型-股票,2025-03-13,1.0147,1.0147,-5.09,1.86,10.46,62.87,30.9,22.64,15.05,11.71,1.47,2020-07-27
171,588280,华安上证科创板50ETF,指数型-股票,2025-03-13,0.7718,0.7718,-4.6,5.12,7.97,62.66,30.9,6.9,-9.18,8.06,-22.82,2021-10-12
172,562030,华宝中证信息技术应用创新产业ETF,指数型-股票,2025-03-13,1.1151,1.1151,-6.16,2.59,13.77,83.04,30.77,,,20.92,11.51,2023-09-26
173,512220,景顺中证科技传媒通信150ETF,指数型-股票,2025-03-13,1.8153,1.8153,-4.7,0.41,8.34,51.45,30.62,21.61,16.4,7.59,81.53,2014-07-18
174,515070,华夏中证人工智能主题ETF,指数型-股票,2025-03-13,1.2922,1.2922,-5.09,1.83,10.42,62.64,30.59,22.24,14.37,11.67,29.22,2019-12-09
175,515980,华富中证人工智能产业ETF,指数型-股票,2025-03-13,1.0906,1.0906,-5.29,1.7,10.51,62.82,30.5,18.27,12.28,12.46,9.06,2019-12-24
176,159795,汇添富中证智能汽车主题ETF,指数型-股票,2025-03-13,0.9927,0.9927,-4.72,-1.31,8.86,49.8,30.26,23.98,11.19,11.93,-0.73,2022-01-27
177,561010,华安中证全指软件开发ETF,指数型-股票,2025-03-13,1.163,1.163,-6.18,-0.91,3.97,80.67,30.24,,,15.98,16.3,2023-11-21
178,159532,易方达中证2000ETF,指数型-股票,2025-03-13,1.2128,1.2128,-0.75,5.1,1.46,56.19,30.16,,,11.69,21.28,2023-09-13
179,588110,广发上证科创板成长ETF,指数型-股票,2025-03-13,1.1685,1.1685,-5.35,4.05,7.79,57.37,29.89,,,9.48,16.85,2023-08-23
180,512930,平安人工智能ETF,指数型-股票,2025-03-13,1.449,1.653,-5.08,1.83,10.38,61.5,29.82,21.61,14.2,11.65,67.85,2019-07-12
181,159679,国泰中证1000增强策略ETF,指数型-股票,2025-03-14,1.0681,1.0681,1.43,5.35,5.57,50.54,29.8,10.08,,11.69,6.81,2023-02-09
182,515230,国泰中证全指软件ETF,指数型-股票,2025-03-14,0.9295,0.9295,-6.3,-1.39,6.55,84.34,29.72,-6.35,7.6,16.6,-8.77,2021-02-03
183,515920,博时智能消费ETF,指数型-股票,2025-03-13,0.9125,0.9125,-2.99,-0.75,6.88,44.77,29.6,24.0,15.46,5.72,-8.75,2020-12-30
184,510230,国泰上证180金融ETF,指数型-股票,2025-03-13,1.3007,2.1509,-0.66,0.14,1.4,25.84,29.46,36.93,31.89,-0.46,125.67,2011-03-31
185,159667,国泰中证机床ETF,指数型-股票,2025-03-14,1.1849,1.1849,-1.06,10.17,13.01,63.23,29.3,23.68,,17.56,18.49,2022-10-12
186,515560,建信中证全指证券公司ETF,指数型-股票,2025-03-14,1.0513,1.0513,2.73,1.57,-5.46,42.67,29.25,29.79,23.62,-1.42,5.13,2020-06-29
187,513950,富国恒生港股通高股息低波动ETF(QDII),指数型-海外股票,2025-03-13,1.2362,1.3119,1.0,6.3,6.65,26.43,29.14,,,4.16,33.35,2023-04-19
188,560280,广发中证工程机械主题ETF,指数型-股票,2025-03-13,1.3729,1.3729,-1.38,11.87,13.65,41.01,28.98,,,16.16,37.29,2023-10-18
189,159852,嘉实中证软件服务ETF,指数型-股票,2025-03-13,0.9033,0.9033,-6.01,-0.59,8.17,86.36,28.9,-8.77,5.43,17.28,-9.67,2021-01-29
190,159770,天弘中证机器人ETF,指数型-股票,2025-03-13,0.9817,0.9817,-4.66,6.43,13.52,73.45,28.56,20.56,20.13,22.1,-1.83,2021-10-26
191,159907,广发国证2000ETF,指数型-股票,2025-03-14,0.8608,1.5642,1.09,4.04,5.01,57.48,28.54,8.79,2.01,12.23,56.31,2011-06-03
192,515850,富国中证全指证券公司ETF,指数型-股票,2025-03-14,1.4048,1.4048,2.76,1.5,-5.59,42.24,28.46,29.69,23.66,-1.49,40.48,2020-01-21
193,159811,博时中证5G产业50ETF,指数型-股票,2025-03-13,1.295,1.295,-3.77,-1.54,8.11,38.24,28.19,30.85,26.22,3.86,29.56,2020-03-27
194,159715,易方达中证稀土产业ETF,指数型-股票,2025-03-13,0.7447,0.7447,1.43,5.84,6.11,48.97,28.18,2.58,-5.46,12.05,-25.53,2021-09-01
195,159716,华宝深创100ETF,指数型-股票,2025-03-14,0.8445,0.8445,0.25,1.32,7.32,42.0,28.13,13.71,7.35,7.06,-15.55,2021-06-18
196,512070,易方达沪深300非银ETF,指数型-股票,2025-03-13,0.7717,2.3151,-1.99,-0.98,-7.45,31.62,28.04,23.79,23.47,-4.97,131.51,2014-06-26
197,563200,富国中证2000ETF,指数型-股票,2025-03-13,1.1653,1.1653,-0.74,4.81,1.48,51.91,27.84,,,11.79,16.47,2023-09-28
198,159998,天弘中证计算机ETF,指数型-股票,2025-03-13,1.0023,1.0023,-4.98,1.42,9.43,78.0,27.67,2.45,11.0,13.92,0.22,2020-03-20
199,159933,国投瑞银金融地产ETF,指数型-股票,2025-03-13,2.7589,2.7589,-0.89,-0.34,-0.3,27.22,27.53,27.85,22.71,-1.36,175.89,2013-09-17
200,159536,汇添富中证2000ETF,指数型-股票,2025-03-13,1.1612,1.1612,-0.37,6.12,2.55,58.79,27.44,,,12.49,16.12,2023-09-13
201,562500,华夏中证机器人ETF,指数型-股票,2025-03-13,0.9487,0.9487,-4.67,6.46,13.52,72.21,27.27,18.97,18.91,22.08,-5.15,2021-12-17
202,159713,富国中证稀土产业ETF,指数型-股票,2025-03-13,0.8191,0.8191,1.41,5.8,5.85,48.6,27.21,0.22,-8.8,11.87,-18.02,2021-08-05
203,562920,易方达中证信息安全主题ETF,指数型-股票,2025-03-13,1.0386,1.0386,-4.53,2.51,8.54,72.12,27.19,,,14.97,3.86,2023-05-31
204,159976,工银粤港澳大湾区创新100ETF,指数型-股票,2025-03-13,1.1563,1.1563,-2.11,3.64,6.95,30.8,27.16,16.57,12.03,6.79,15.63,2019-11-01
205,560220,广发中证2000ETF,指数型-股票,2025-03-13,1.1896,1.1896,-0.77,4.17,1.28,55.83,27.16,,,11.59,18.95,2023-09-08
206,159613,嘉实中证信息安全主题ETF,指数型-股票,2025-03-13,0.978,0.978,-4.55,2.59,8.65,72.88,27.01,3.88,11.78,15.15,-2.2,2022-01-19
207,159940,广发中证全指金融地产ETF,指数型-股票,2025-03-13,1.1469,1.1469,-1.08,-0.85,-1.94,28.73,26.8,25.83,19.27,-1.62,14.69,2015-03-23
208,516780,华泰柏瑞中证稀土产业ETF,指数型-股票,2025-03-13,1.1042,1.1042,1.39,5.78,5.87,48.16,26.74,-0.44,-9.28,11.81,10.42,2021-02-26
209,159551,国泰中证机器人ETF,指数型-股票,2025-03-13,1.2258,1.2258,-4.63,6.35,13.1,70.27,26.58,,,21.55,22.58,2023-11-08
210,159726,华夏恒生中国内地企业高股息率ETF,指数型-股票,2025-03-13,1.1268,1.1268,0.61,7.32,8.99,28.41,26.56,32.52,19.71,6.28,12.68,2021-11-11
211,517000,银华中证沪港深500ETF,指数型-股票,2025-03-13,0.871,0.871,-2.17,3.95,8.0,31.06,26.54,15.3,14.54,7.61,-12.9,2021-02-04
212,512640,嘉实中证金融地产ETF,指数型-股票,2025-03-13,2.2613,2.2613,-1.02,-0.63,-1.48,27.92,26.49,26.12,20.57,-1.53,127.06,2014-06-20
213,159628,万家国证2000ETF,指数型-股票,2025-03-13,1.1133,1.1133,-0.7,5.45,3.01,54.54,26.45,7.87,,11.37,11.33,2022-06-29
214,159559,景顺长城国证机器人产业ETF,指数型-股票,2025-03-13,1.2632,1.2632,-4.13,7.28,14.02,72.66,26.42,,,20.22,26.32,2023-11-30
215,513530,华泰柏瑞中证港股通高股息投资ETF(QDII),指数型-海外股票,2025-03-13,1.4725,1.4725,0.85,3.91,4.98,22.14,26.39,33.55,,1.92,47.21,2022-04-08
216,517850,汇添富中证沪港深张江自主创新50ETF,指数型-股票,2025-03-13,0.9153,0.9153,-4.92,3.13,10.53,55.45,26.39,-0.48,,11.59,-8.47,2022-04-28
217,159701,招商中证物联网主题ETF,指数型-股票,2025-03-14,0.8639,0.8639,-1.17,0.81,8.08,44.46,26.26,18.08,9.51,7.24,-13.61,2021-12-15
218,517100,富国中证沪港深500ETF,指数型-股票,2025-03-13,0.875,0.875,-2.29,4.18,8.43,31.7,26.24,15.4,15.04,8.1,-12.5,2021-02-09
219,562360,银华中证机器人ETF,指数型-股票,2025-03-13,1.0295,1.0295,-4.61,6.44,13.24,70.39,26.13,16.25,15.78,21.79,2.95,2021-09-22
220,159931,汇添富中证金融地产ETF,指数型-股票,2025-03-13,1.7952,1.7952,-1.03,-0.62,-1.51,27.39,26.05,24.88,17.93,-1.55,81.68,2013-08-23
221,561120,富国中证全指家用电器ETF,指数型-股票,2025-03-14,1.2606,1.2606,2.32,1.91,5.49,36.38,26.0,34.74,47.49,6.59,26.06,2022-01-25
222,513630,摩根标普港股通低波红利ETF,指数型-股票,2025-03-13,1.3291,1.3291,0.34,5.48,6.5,20.43,25.9,,,3.66,32.91,2023-11-23
223,159531,南方中证2000ETF,指数型-股票,2025-03-13,1.1303,1.1303,-0.96,4.97,0.66,56.1,25.85,,,12.21,13.03,2023-09-07
224,159909,招商深证TMT50ETF,指数型-股票,2025-03-14,0.7102,2.1393,-0.42,-1.69,4.84,41.36,25.5,15.72,12.84,4.7,114.04,2011-06-27
225,516150,嘉实中证稀土产业ETF,指数型-股票,2025-03-13,1.1486,1.1486,1.38,5.74,5.59,47.41,25.5,-2.41,-11.58,11.67,14.86,2021-03-09
226,159994,银华中证5G通信主题ETF,指数型-股票,2025-03-14,0.9705,0.9705,0.77,-1.62,6.11,34.85,25.47,33.38,23.74,3.6,-2.95,2020-01-22
227,159567,银华国证港股通创新药ETF,指数型-股票,2025-03-14,1.1526,1.1526,2.05,12.58,18.58,30.13,25.35,,,20.62,15.26,2024-01-03
228,517080,汇添富中证沪港深500ETF,指数型-股票,2025-03-13,0.8673,0.8673,-2.29,3.94,7.73,30.05,25.33,14.42,13.85,7.42,-13.27,2021-02-01
229,517170,华夏中证沪港深500ETF,指数型-股票,2025-03-13,0.8838,0.8838,-2.29,4.03,7.75,30.33,25.33,13.32,9.22,7.41,-11.62,2021-04-07
230,516730,浦银安盛中证证券公司30ETF,指数型-股票,2025-03-13,1.0,1.0,-2.06,-0.57,-7.32,38.5,25.3,24.19,17.38,-4.09,0.0,2021-11-04
231,159535,嘉实中证2000ETF,指数型-股票,2025-03-13,1.152,1.152,-0.69,3.63,-0.09,49.84,25.26,,,10.23,15.2,2023-09-14
232,517010,易方达中证沪港深500ETF,指数型-股票,2025-03-13,0.9713,0.9713,-2.34,4.03,7.77,29.97,25.25,14.22,13.72,7.52,-2.87,2021-08-03
233,159692,证券ETF东财,指数型-股票,2025-03-13,1.2158,1.2158,-2.01,-0.54,-7.12,37.8,25.06,,,-3.91,21.57,2023-05-05
234,159804,国寿安保创精选88ETF,指数型-股票,2025-03-13,1.2744,1.2744,-2.28,4.36,1.77,57.02,24.99,5.21,1.67,12.48,27.44,2020-03-04
235,513690,博时恒生高股息ETF,指数型-股票,2025-03-13,0.9362,0.9617,0.92,7.72,7.63,23.06,24.96,23.03,16.19,5.04,-3.43,2021-05-11
236,515630,鹏华中证800证保ETF,指数型-股票,2025-03-13,1.2575,1.2575,-1.99,-1.44,-8.05,31.51,24.9,22.61,20.98,-4.77,25.75,2020-02-28
237,159775,建信国证新能源车电池ETF,指数型-股票,2025-03-14,0.6191,0.6191,1.98,4.58,8.73,46.36,24.74,-12.99,-27.51,12.83,-38.05,2022-01-07
238,516590,易方达中证智能电动汽车ETF,指数型-股票,2025-03-13,1.0127,1.0127,-3.17,0.64,7.19,39.43,24.73,1.84,-15.48,9.16,1.27,2021-04-29
239,159663,华夏中证机床ETF,指数型-股票,2025-03-13,1.1545,1.1545,-2.26,8.02,10.28,58.15,24.68,16.52,,14.84,15.45,2022-10-12
240,516260,华夏中证物联网主题ETF,指数型-股票,2025-03-13,0.9039,0.9039,-4.19,-0.14,6.1,43.16,24.66,20.26,8.43,5.25,-9.61,2021-07-22
241,515750,富国中证科技50策略ETF,指数型-股票,2025-03-13,1.4388,1.4388,-4.15,1.66,7.25,47.81,24.57,10.78,7.63,8.19,44.01,2019-11-15
242,561280,工银中证1000增强策略ETF,指数型-股票,2025-03-13,1.1661,1.1661,-0.83,5.12,6.12,53.29,24.49,,,11.29,16.61,2023-08-31
243,159993,鹏华国证证券龙头ETF,指数型-股票,2025-03-13,1.1767,1.1767,-2.29,-1.36,-7.82,38.35,24.37,21.76,15.98,-4.85,17.67,2019-12-26
244,516380,华宝智能电动汽车ETF,指数型-股票,2025-03-13,0.808,0.808,-3.22,0.6,7.22,39.31,24.37,0.66,-17.67,9.1,-19.22,2021-06-04
245,159996,国泰中证全指家电ETF,指数型-股票,2025-03-14,1.4168,1.4168,2.3,1.85,5.16,35.23,24.26,31.72,43.21,6.29,41.68,2020-02-27
246,512880,国泰中证全指证券公司ETF,指数型-股票,2025-03-13,1.1147,1.1147,-2.13,-1.49,-8.65,38.58,24.02,23.64,16.69,-4.67,11.47,2016-07-26
247,159615,南方恒生生物科技ETF(QDII),指数型-海外股票,2025-03-14,0.845,0.845,2.33,11.01,20.03,35.2,23.99,-9.32,,22.36,-15.5,2022-06-17
248,560780,广发中证半导体材料设备主题ETF,指数型-股票,2025-03-13,1.1587,1.1587,-5.8,2.9,-0.16,48.42,23.9,,,6.45,15.84,2023-12-01
249,512000,华宝券商ETF,指数型-股票,2025-03-13,1.0655,1.0655,-2.11,-1.47,-8.63,38.09,23.68,23.31,16.44,-4.65,6.55,2016-08-30
250,513030,华安德国(DAX)ETF(QDII),指数型-海外股票,2025-03-12,1.6758,1.6758,0.62,6.96,13.97,21.0,23.58,48.04,72.94,17.83,67.58,2014-08-08
251,561370,国泰中证2000ETF,指数型-股票,2025-03-13,1.1243,1.1243,-1.06,4.9,0.51,53.26,23.55,,,11.89,12.43,2023-09-13
252,515010,华夏中证全指证券公司ETF,指数型-股票,2025-03-13,1.2721,1.2721,-2.1,-1.2,-8.28,37.79,23.53,24.18,18.09,-4.33,27.21,2019-09-17
253,512900,南方中证全指证券公司ETF,指数型-股票,2025-03-13,1.1022,1.1022,-2.14,-1.44,-8.61,37.86,23.41,23.04,16.17,-4.61,10.22,2017-03-10
254,562520,华夏中证智选1000成长创新策略ETF,指数型-股票,2025-03-14,1.1133,1.1133,-0.2,6.04,8.82,52.36,23.41,2.5,11.75,11.98,11.33,2022-03-08
255,516110,国泰中证800汽车与零部件ETF,指数型-股票,2025-03-13,1.2993,1.2993,-2.43,-2.48,3.02,27.85,23.38,34.32,31.68,1.71,29.93,2021-04-07
256,159541,万家创业板综合ETF,指数型-股票,2025-03-13,1.1845,1.1845,-2.67,1.73,0.54,52.07,23.28,,,7.45,18.45,2023-10-18
257,159841,天弘中证全指证券公司ETF,指数型-股票,2025-03-13,1.0104,1.0104,-2.13,-1.46,-8.65,37.62,23.25,23.05,16.53,-4.63,1.04,2021-01-28
258,560880,广发中证全指家用电器ETF,指数型-股票,2025-03-13,1.4389,1.4389,-0.39,-0.44,3.0,33.23,23.14,29.03,,3.98,43.89,2022-03-30
259,159721,永赢深证创新100ETF,指数型-股票,2025-03-13,0.7956,0.7956,-2.64,0.67,4.68,38.01,23.1,7.69,-0.85,4.34,-20.44,2021-06-17
260,159516,国泰中证半导体材料设备主题ETF,指数型-股票,2025-03-13,1.0632,1.0632,-5.85,2.83,-0.65,46.85,23.03,,,6.03,6.32,2023-07-19
261,513310,华泰柏瑞中韩半导体ETF(QDII),指数型-海外股票,2025-03-13,1.5453,1.5453,-1.84,-1.27,10.01,39.43,23.02,52.5,,7.96,54.53,2022-11-02
262,516200,华安中证全指证券公司ETF,指数型-股票,2025-03-13,1.0662,1.0662,-2.12,-1.42,-8.54,37.31,22.85,22.26,15.19,-4.57,6.62,2021-03-09
263,159822,银华工银南方东英标普中国新经济ETF(QDII),指数型-海外股票,2025-03-13,0.6851,0.6851,-3.47,6.22,10.84,29.98,22.82,7.75,15.08,13.52,-31.49,2020-09-29
264,563300,华泰柏瑞中证2000ETF,指数型-股票,2025-03-13,1.1272,1.1272,-1.15,4.2,-0.52,53.34,22.82,,,10.98,12.72,2023-09-06
265,512570,易方达中证全指证券公司ETF,指数型-股票,2025-03-13,1.112,1.112,-2.1,-1.27,-8.4,36.44,22.72,24.3,17.67,-4.43,11.2,2017-07-27
266,159991,招商创业板大盘ETF,指数型-股票,2025-03-14,0.4825,1.3703,1.17,0.23,-0.37,46.57,22.71,-1.49,-7.81,3.43,37.03,2020-03-20
267,516980,华富中证证券公司先锋策略ETF,指数型-股票,2025-03-13,1.0896,1.0896,-1.83,-1.03,-7.92,37.71,22.7,23.59,15.56,-3.87,8.96,2021-06-15
268,159842,银华中证全指证券公司ETF,指数型-股票,2025-03-13,1.0549,1.0549,-2.08,-1.4,-8.38,36.42,22.63,22.45,15.95,-4.45,5.49,2021-03-03
269,159895,易方达中证物联网主题ETF,指数型-股票,2025-03-13,0.9076,0.9076,-4.14,-0.1,6.09,41.53,22.62,15.88,3.1,5.23,-9.24,2021-10-13
270,159563,华夏创业板综合ETF,指数型-股票,2025-03-13,1.3553,1.3553,-2.25,3.2,1.56,49.29,22.56,,,8.75,35.53,2024-02-01
271,159872,鹏华中证车联网主题ETF,指数型-股票,2025-03-13,0.9655,0.9655,-2.21,0.12,4.07,48.4,22.54,9.97,6.97,8.79,-3.45,2021-06-16
272,560090,汇添富中证全指证券公司ETF,指数型-股票,2025-03-13,1.1967,1.1967,-2.13,-1.45,-8.61,37.03,22.54,22.73,,-4.64,19.67,2023-02-27
273,562590,华夏中证半导体材料设备主题ETF,指数型-股票,2025-03-13,1.1169,1.1169,-5.88,2.81,-0.45,46.13,22.51,,,6.2,11.69,2023-10-09
274,159848,国联安中证全指证券公司ETF,指数型-股票,2025-03-13,0.8882,1.1009,-2.11,-1.43,-8.47,36.52,22.49,21.75,15.08,-4.54,10.09,2021-02-09
275,159896,南方中证物联网主题ETF,指数型-股票,2025-03-13,0.846,0.846,-4.19,-0.11,6.17,41.9,22.36,15.65,3.98,5.24,-15.4,2021-11-15
276,516010,国泰中证动漫游戏ETF,指数型-股票,2025-03-14,1.2504,1.2504,1.69,-4.12,8.33,67.14,22.35,36.79,49.48,25.76,25.04,2021-02-25
277,159565,易方达中证汽车零部件主题ETF,指数型-股票,2025-03-13,1.2995,1.2995,-2.83,2.82,9.6,45.21,22.33,,,12.88,29.94,2024-02-08
278,159505,博时国证2000ETF,指数型-股票,2025-03-13,1.1251,1.1251,-0.31,6.25,4.73,52.56,22.29,,,12.07,12.51,2023-11-23
279,159720,泰康中证智能电动汽车ETF,指数型-股票,2025-03-13,0.6789,0.6789,-3.22,0.55,6.76,38.07,22.26,-2.33,-20.23,8.8,-32.11,2021-07-07
280,159512,广发中证全指汽车ETF,指数型-股票,2025-03-13,1.386,1.386,-2.95,-3.37,-1.37,32.89,22.23,,,-1.6,38.6,2023-07-13
281,159757,景顺长城国证新能源车电池ETF,指数型-股票,2025-03-13,0.5929,0.5929,-2.03,3.64,6.27,43.94,22.22,-13.53,-28.12,10.16,-40.71,2021-07-21
282,159840,工银瑞信国证新能源车电池ETF,指数型-股票,2025-03-13,0.5756,0.5756,-2.06,3.67,6.18,44.26,22.21,-14.59,-29.47,10.18,-42.44,2021-08-05
283,159836,天弘创业板300ETF,指数型-股票,2025-03-13,0.8564,0.8564,-2.95,1.18,-0.95,50.25,22.08,0.63,-8.12,4.71,-14.36,2021-05-11
284,560000,浦银安盛中证智能电动汽车ETF,指数型-股票,2025-03-13,0.7033,0.7033,-3.19,0.5,6.61,36.62,21.89,-2.33,-20.66,8.55,-29.67,2021-09-17
285,159755,广发国证新能源车电池ETF,指数型-股票,2025-03-13,0.7188,0.7188,-2.07,3.65,6.11,43.96,21.87,-15.03,-30.84,10.09,-28.12,2021-06-15
286,588210,易方达上证科创板100ETF,指数型-股票,2025-03-13,1.0003,1.0003,-3.74,6.21,9.08,59.72,21.84,,,14.73,0.03,2023-11-08
287,159936,广发中证全指可选消费ETF,指数型-股票,2025-03-13,2.0427,2.0427,-1.56,-0.55,3.07,31.95,21.83,20.79,22.04,2.89,104.27,2014-06-03
288,516300,华泰柏瑞中证1000ETF,指数型-股票,2025-03-13,2.6258,1.1072,-1.06,3.97,2.29,49.46,21.82,1.33,-0.05,8.95,10.72,2021-03-15
289,517770,浦银安盛中证沪港深游戏及文化传媒ETF,指数型-股票,2025-03-13,1.0438,1.0438,-1.86,2.5,6.23,47.28,21.67,18.8,25.56,15.82,4.38,2021-11-25
290,515000,华宝中证科技龙头ETF,指数型-股票,2025-03-14,1.3874,1.3874,-0.99,0.0,7.34,46.1,21.52,11.0,-1.53,5.93,38.74,2019-07-22
291,159778,鹏华中证工业互联网主题ETF,指数型-股票,2025-03-13,0.8946,0.8946,-4.57,1.08,9.66,46.73,21.5,6.92,-4.99,9.42,-10.54,2022-01-25
292,512560,易方达中证军工ETF,指数型-股票,2025-03-13,0.6667,1.3334,3.3,6.52,2.52,36.79,21.46,-2.8,-2.63,5.14,33.3,2017-07-14
293,516330,华泰柏瑞中证物联网主题ETF,指数型-股票,2025-03-13,1.0501,1.0501,-4.18,-0.23,5.95,40.46,21.46,15.04,3.78,5.02,5.01,2021-03-31
294,517300,国寿安保中证沪港深300ETF,指数型-股票,2025-03-13,0.7987,0.7987,-1.92,2.48,4.91,28.16,21.38,11.1,8.25,4.23,-20.13,2021-02-04
295,159743,博时湖北新旧动能转换ETF,指数型-股票,2025-03-13,0.9355,0.9355,0.02,4.6,0.45,48.78,21.34,8.28,6.9,6.28,-6.45,2021-12-29
296,159725,工银瑞信中证线上消费ETF,指数型-股票,2025-03-13,0.8843,0.8843,-4.15,-3.28,0.49,66.0,21.3,15.22,16.34,15.61,-11.58,2021-06-11
297,561950,招商中证500增强策略ETF,指数型-股票,2025-03-14,1.1201,1.1201,2.06,3.66,5.94,39.87,21.29,,,8.43,12.01,2023-03-29
298,515050,华夏中证5G通信主题ETF,指数型-股票,2025-03-13,1.1529,1.1529,-3.27,-3.35,3.58,31.79,21.2,29.48,17.13,1.08,15.29,2019-09-17
299,512810,华宝中证军工ETF,指数型-股票,2025-03-13,1.2605,1.2605,3.28,6.38,2.49,36.06,21.19,-2.37,-2.65,5.01,26.01,2016-08-05
300,159767,兴银国证新能源车电池ETF,指数型-股票,2025-03-13,0.5863,0.5863,-2.05,3.66,5.98,43.1,21.19,-14.37,-28.92,9.98,-41.37,2021-08-06
301,515760,华夏中证浙江国资创新发展ETF,指数型-股票,2025-03-14,1.2447,1.2447,1.1,0.48,0.73,32.82,21.13,17.45,13.85,4.66,24.47,2020-09-17
302,588880,华泰柏瑞上证科创板100ETF,指数型-股票,2025-03-13,0.9889,0.9889,-3.92,5.99,8.71,58.6,21.04,,,14.4,-1.11,2023-11-08
303,588800,华夏上证科创板100ETF,指数型-股票,2025-03-13,0.9894,0.9894,-3.98,6.0,8.46,58.51,20.94,,,14.25,-1.06,2023-11-08
304,159543,工银国证2000ETF,指数型-股票,2025-03-13,1.062,1.062,-0.9,4.92,2.47,48.82,20.83,,,10.27,6.2,2023-11-09
305,159906,大成深证成长40ETF,指数型-股票,2025-03-14,0.9529,0.9529,1.03,1.45,2.75,43.06,20.77,-10.61,-20.06,5.94,-4.71,2010-12-21
306,517030,易方达中证沪港深300ETF,指数型-股票,2025-03-13,0.964,0.964,-1.94,2.47,4.73,27.92,20.64,11.12,7.66,4.15,-3.6,2021-09-15
307,510030,华宝上证180价值ETF,指数型-股票,2025-03-14,1.0,2.739,1.52,0.4,1.83,21.51,20.63,26.74,27.88,-0.79,173.86,2010-04-23
308,588900,南方上证科创板100ETF,指数型-股票,2025-03-13,1.0261,1.0261,-3.93,6.01,8.7,58.79,20.62,,,14.42,2.61,2023-12-08
309,159918,嘉实中创400ETF,指数型-股票,2025-03-13,1.9724,1.9724,-1.64,3.46,2.15,50.43,20.6,3.56,1.08,8.99,97.24,2012-03-22
310,560590,鹏华中证1000增强ETF,指数型-股票,2025-03-13,1.1675,1.1675,-0.84,4.16,2.1,43.25,20.4,,,8.05,16.75,2023-09-01
311,588030,博时上证科创板100ETF,指数型-股票,2025-03-13,1.0222,1.0222,-3.94,5.97,8.58,57.7,20.36,,,14.21,2.22,2023-09-06
312,159570,汇添富国证港股通创新药ETF,指数型-股票,2025-03-13,1.1149,1.1149,-1.22,15.59,14.91,26.55,20.35,,,16.35,11.49,2023-12-28
313,512660,国泰中证军工ETF,指数型-股票,2025-03-13,1.0934,1.0934,3.3,6.51,2.31,36.01,20.25,-4.97,-5.79,4.96,9.34,2016-07-26
314,512680,广发中证军工ETF,指数型-股票,2025-03-13,1.1206,1.1206,3.28,6.5,2.26,35.88,20.18,-5.15,-6.07,4.92,12.06,2016-08-30
315,588220,鹏华上证科创板100ETF,指数型-股票,2025-03-13,1.0237,1.0237,-3.9,5.95,8.56,57.47,20.18,,,14.16,2.37,2023-09-06
316,159677,银华中证1000增强策略ETF,指数型-股票,2025-03-13,1.0973,1.0973,-0.27,3.98,2.24,44.51,20.07,3.88,,7.98,9.73,2022-11-24
317,561780,博时中证1000增强策略ETF,指数型-股票,2025-03-13,1.1413,1.1413,-0.8,4.52,4.27,45.0,20.04,,,9.34,14.13,2023-11-02
318,588120,国泰上证科创板100ETF,指数型-股票,2025-03-13,1.0244,1.0244,-3.97,5.96,8.62,57.65,20.04,,,14.27,2.44,2023-09-06
319,159728,南方国证在线消费ETF,指数型-股票,2025-03-13,0.9017,0.9017,-4.02,-1.31,3.47,61.68,19.99,12.81,11.4,14.59,-9.83,2021-12-29
320,159964,平安创业板ETF,指数型-股票,2025-03-14,1.4281,1.4281,0.95,0.48,-0.33,44.52,19.94,-2.56,-10.56,3.98,42.81,2019-03-15
