序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
482,159593,平安中证A50ETF,指数型-股票,2025-03-13,1.1426,1.1426,-0.99,0.11,0.35,22.99,13.06,,,-0.37,14.26,2024-03-04
483,159871,银华中证有色金属ETF,指数型-股票,2025-03-13,1.1236,1.1236,3.34,4.43,4.53,26.83,13.05,-1.83,-10.14,11.5,12.36,2021-03-10
484,561330,国泰中证有色金属矿业主题ETF,指数型-股票,2025-03-13,1.0451,1.0451,3.45,4.21,4.94,27.25,13.01,-2.48,,12.46,4.51,2022-10-19
485,512990,华夏MSCIA股国际通ETF,指数型-股票,2025-03-13,1.6172,1.6172,-0.99,0.29,-0.2,26.17,13.0,2.86,-1.2,0.22,61.72,2015-02-12
486,512150,汇安富时中国A50ETF,指数型-股票,2025-03-13,1.618,1.618,-0.22,0.26,0.06,19.3,12.99,6.94,3.64,-1.48,62.74,2018-12-21
487,515380,泰康沪深300ETF,指数型-股票,2025-03-13,4.4017,1.0722,-1.14,0.16,-0.27,24.47,12.92,3.24,-1.79,-0.41,7.25,2019-12-27
488,159627,华夏中证A100ETF,指数型-股票,2025-03-13,1.0654,1.0654,-1.24,0.66,1.6,23.38,12.91,0.57,,0.62,6.54,2022-11-08
489,159820,天弘中证500ETF,指数型-股票,2025-03-13,1.0001,1.0001,-0.9,1.58,0.07,35.04,12.89,-0.34,-1.61,4.68,0.0,2020-08-07
490,159876,华宝有色金属ETF,指数型-股票,2025-03-14,1.1691,1.1691,3.24,5.05,5.85,28.46,12.89,-0.63,-5.71,12.93,16.91,2021-03-12
491,510380,国寿安保沪深300ETF,指数型-股票,2025-03-13,1.126,1.126,-1.12,0.16,-0.23,24.52,12.85,2.53,-2.96,-0.37,12.58,2018-01-19
492,159686,易方达中证A100ETF,指数型-股票,2025-03-13,1.0345,1.0345,-1.25,0.63,1.55,23.55,12.85,,,0.59,3.45,2023-07-11
493,560350,摩根中证A50ETF,指数型-股票,2025-03-13,1.1099,1.1362,-1.0,0.1,0.15,22.73,12.85,,,-0.4,13.46,2024-03-05
494,510050,华夏上证50ETF,指数型-股票,2025-03-13,2.7236,4.0731,-0.73,0.86,1.42,21.2,12.84,5.74,-1.88,-0.53,353.28,2004-12-30
495,512090,易方达MSCI中国A股ETF,指数型-股票,2025-03-13,1.5773,1.5773,-0.9,0.37,-0.21,25.58,12.79,3.11,-0.23,0.21,57.73,2018-05-17
496,512530,建信沪深300红利ETF,指数型-股票,2025-03-14,1.4622,1.4622,1.3,0.36,-0.5,16.91,12.78,23.01,25.72,-2.95,46.19,2019-08-23
497,159969,银华深证100ETF,指数型-股票,2025-03-14,1.2057,1.2057,1.22,0.77,1.28,29.87,12.78,-5.76,-10.62,2.47,20.79,2019-06-28
498,561910,招商中证电池主题ETF,指数型-股票,2025-03-14,0.5267,0.5267,0.73,3.78,3.29,37.05,12.78,-20.9,-34.94,8.02,-47.33,2021-08-04
499,159606,易方达中证500质量成长ETF,指数型-股票,2025-03-13,0.9115,0.9115,0.36,1.42,2.43,25.95,12.78,5.49,-2.86,4.82,-8.85,2021-12-17
500,510510,广发中证500ETF,指数型-股票,2025-03-13,1.8754,1.8754,-0.89,1.54,0.04,34.8,12.77,-0.65,-2.92,4.61,87.54,2013-04-11
501,159925,南方沪深300ETF,指数型-股票,2025-03-13,3.9385,1.7714,-1.13,0.17,-0.29,24.39,12.77,2.92,-2.15,-0.41,102.73,2013-02-18
502,510190,华安上证50ETF,指数型-股票,2025-03-13,3.7837,1.4499,-0.75,0.85,1.41,20.72,12.76,6.33,0.34,-0.53,44.99,2010-11-18
503,510310,易方达沪深300发起式ETF,指数型-股票,2025-03-13,3.8495,1.9641,-1.14,0.18,-0.25,24.37,12.75,2.95,-1.97,-0.39,96.4,2013-03-06
504,515660,国联安沪深300ETF,指数型-股票,2025-03-13,4.7268,1.2208,-1.13,0.17,-0.26,24.38,12.75,3.68,-0.74,-0.39,22.08,2019-11-25
505,510350,工银瑞信沪深300ETF,指数型-股票,2025-03-13,3.9631,1.1274,-1.14,0.17,-0.26,24.13,12.72,2.97,-1.8,-0.39,13.67,2019-05-20
506,515800,添富中证800ETF,指数型-股票,2025-03-13,1.0219,1.1339,-1.06,0.53,-0.21,26.88,12.72,2.12,-1.73,0.83,14.46,2019-10-08
507,515300,嘉实沪深300红利低波动ETF,指数型-股票,2025-03-13,1.3357,1.602,-0.54,-0.88,-1.34,14.12,12.69,30.85,41.04,-4.29,63.07,2019-08-08
508,159761,国泰中证新材料主题ETF,指数型-股票,2025-03-14,0.5362,0.5362,0.09,4.97,2.11,36.51,12.67,-23.31,-34.07,6.58,-46.38,2021-11-24
509,515350,民生加银沪深300ETF,指数型-股票,2025-03-13,5.0989,1.2675,-1.13,0.17,-0.31,24.15,12.66,3.19,-1.82,-0.42,26.75,2019-12-24
510,510530,工银中证500ETF,指数型-股票,2025-03-13,6.3191,1.2217,-0.88,1.57,0.21,34.74,12.63,-1.25,-3.4,4.61,22.17,2019-10-17
511,516620,国泰中证影视主题ETF,指数型-股票,2025-03-13,1.0522,1.0522,-1.39,-9.43,-3.47,54.49,12.63,4.89,9.36,14.81,5.22,2021-10-20
512,159807,易方达中证科技50ETF,指数型-股票,2025-03-13,0.5258,1.0516,-3.58,0.65,3.34,38.95,12.54,-8.79,-19.99,2.04,5.16,2020-03-16
513,159661,嘉实中证A100ETF,指数型-股票,2025-03-13,1.1466,1.1466,-1.2,0.66,1.7,22.93,12.53,,,0.66,14.66,2023-11-23
514,515390,华安沪深300ETF,指数型-股票,2025-03-13,1.11,1.11,-1.16,0.14,-0.3,24.23,12.52,2.35,-2.73,-0.42,10.93,2019-12-13
515,159673,鹏华沪深300ETF,指数型-股票,2025-03-13,1.0468,1.0468,-1.15,0.15,-0.24,24.12,12.52,,,-0.38,4.68,2023-06-21
516,512500,华夏中证500ETF,指数型-股票,2025-03-13,3.2856,0.7192,-0.89,1.61,0.22,34.77,12.5,-1.27,-2.87,4.7,-28.08,2015-05-05
517,510600,申万菱信上证50ETF,指数型-股票,2025-03-13,3.4204,1.3937,-0.72,0.79,1.16,20.59,12.5,5.4,-1.81,-0.66,39.37,2018-09-03
518,510330,华夏沪深300ETF,指数型-股票,2025-03-13,4.0328,1.9701,-1.14,0.18,-0.27,24.36,12.46,2.33,-3.09,-0.38,104.12,2012-12-25
519,512980,广发中证传媒ETF,指数型-股票,2025-03-13,0.8576,0.8576,-2.18,-4.48,-2.36,49.2,12.44,22.87,28.58,10.84,-14.24,2017-12-27
520,515330,天弘沪深300ETF,指数型-股票,2025-03-13,1.0978,1.0978,-1.14,0.15,-0.34,24.24,12.44,2.35,-2.88,-0.46,9.78,2019-12-05
521,510300,华泰柏瑞沪深300ETF,指数型-股票,2025-03-13,4.0073,1.7347,-1.14,0.17,-0.27,24.16,12.43,2.15,-3.46,-0.4,78.09,2012-05-04
522,515130,博时沪深300ETF,指数型-股票,2025-03-13,1.2359,1.2359,-1.07,0.26,-0.13,24.14,12.42,2.22,-3.62,-0.23,23.57,2020-04-03
523,510990,工银瑞信中证180ESGETF,指数型-股票,2025-03-13,0.894,0.894,-0.64,-0.02,-0.02,20.36,12.41,5.24,0.03,-0.89,-10.62,2021-06-18
524,510500,南方中证500ETF,指数型-股票,2025-03-13,5.9889,1.9801,-0.91,1.57,0.06,34.58,12.4,-1.29,-2.64,4.65,98.54,2013-02-06
525,561550,华泰柏瑞中证500增强策略ETF,指数型-股票,2025-03-13,0.957,0.957,-1.11,2.55,3.2,31.56,12.38,4.16,3.38,6.29,-4.3,2021-12-02
526,159919,嘉实沪深300ETF,指数型-股票,2025-03-13,4.1096,1.8581,-1.14,0.17,-0.26,24.26,12.37,2.18,-3.26,-0.4,85.19,2012-05-07
527,510360,广发沪深300ETF,指数型-股票,2025-03-13,1.4553,1.4553,-1.14,0.14,-0.41,24.13,12.36,2.38,-3.04,-0.49,45.53,2015-08-20
528,515550,国联中证500ETF,指数型-股票,2025-03-13,1.3181,1.3181,-0.9,1.49,-0.04,33.84,12.36,-0.79,-2.13,4.53,31.81,2019-11-15
529,512400,南方中证申万有色金属ETF,指数型-股票,2025-03-13,1.0927,1.1027,3.71,4.41,5.6,28.06,12.35,-2.78,-13.95,12.41,10.54,2017-08-03
530,510980,汇添富上证综合ETF,指数型-股票,2025-03-13,1.1345,1.1345,-0.71,0.4,-0.94,22.57,12.35,,,-0.21,13.45,2023-11-22
531,513200,易方达中证港股通医药卫生综合ETF,指数型-股票,2025-03-13,0.7832,0.7832,-2.89,12.98,13.84,24.55,12.32,-17.85,-5.42,16.36,-21.68,2022-01-19
532,560170,南方中证国新央企科技引领ETF,指数型-股票,2025-03-13,0.8969,0.8969,0.2,2.94,3.07,34.17,12.31,,,3.09,-10.34,2023-06-21
533,515360,方正富邦沪深300ETF,指数型-股票,2025-03-13,5.2848,1.3044,-1.08,0.2,-0.33,23.92,12.29,2.82,-1.55,-0.43,30.44,2019-09-24
534,515310,添富沪深300ETF,指数型-股票,2025-03-13,1.1418,1.1418,-1.13,0.14,-0.33,23.95,12.26,2.07,-3.56,-0.46,14.18,2019-12-04
535,159880,鹏华国证有色金属行业ETF,指数型-股票,2025-03-13,1.1039,1.1039,3.22,3.69,4.54,26.54,12.26,-0.6,-11.51,10.84,10.39,2021-03-08
536,560180,南方沪深300ESG基准ETF,指数型-股票,2025-03-13,1.0076,1.0076,-1.2,0.39,0.55,24.09,12.25,,,-0.21,0.76,2023-04-13
537,560100,南方中证500增强策略ETF,指数型-股票,2025-03-13,0.9941,0.9941,-0.28,1.68,0.69,31.49,12.23,3.57,3.04,4.19,-0.59,2022-01-26
538,159577,汇添富MSCI美国50ETF,指数型-海外股票,2025-03-12,1.1463,1.1463,-4.64,-9.08,-9.22,1.16,12.22,,,-7.28,14.63,2024-02-05
539,515530,泰康中证500ETF,指数型-股票,2025-03-13,3.204,1.0012,-0.92,1.55,-0.04,34.6,12.2,-1.93,-3.4,4.59,0.12,2020-09-18
540,515590,前海开源中证500等权ETF,指数型-股票,2025-03-13,1.4906,1.4906,-0.61,2.24,0.39,35.64,12.18,-0.15,1.19,4.91,49.06,2019-11-14
541,159922,嘉实中证500ETF,指数型-股票,2025-03-13,2.3919,1.9746,-0.9,1.59,0.07,34.36,12.17,-1.15,-2.64,4.65,97.54,2013-02-06
542,159935,景顺长城中证500ETF,指数型-股票,2025-03-13,1.8699,1.8699,-0.88,1.54,-0.01,33.95,12.15,-1.95,-3.72,4.47,86.99,2013-12-26
543,512650,添富中证长三角ETF,指数型-股票,2025-03-13,0.9967,0.9967,-1.57,0.13,0.01,27.31,12.15,-1.29,-8.9,1.23,-0.33,2019-07-26
544,515190,中银证券中证500ETF,指数型-股票,2025-03-13,1.2327,1.2327,-0.91,1.56,-0.02,34.19,12.15,-1.95,-3.8,4.56,23.27,2020-04-30
545,159791,华夏沪深300ESG基准ETF,指数型-股票,2025-03-13,0.9376,0.9376,-1.22,0.39,0.48,24.0,12.11,2.19,-3.9,-0.16,-6.24,2022-02-24
546,561200,工银中证A100ETF,指数型-股票,2025-03-13,1.1858,1.1858,-1.24,0.63,1.54,23.14,12.07,,,0.59,18.6,2023-12-22
547,512360,平安MSCI中国A股国际ETF,指数型-股票,2025-03-14,1.5319,1.5319,1.67,1.66,1.62,24.68,12.05,0.7,-2.11,2.05,53.27,2018-06-15
548,159965,国联央视财经50ETF,指数型-股票,2025-03-13,1.4518,1.4518,-1.11,0.43,0.71,23.4,12.0,10.73,9.08,0.07,45.18,2019-03-19
549,159529,景顺长城标普消费精选ETF(QDII),指数型-海外股票,2025-03-12,1.1683,1.1683,-5.59,-8.67,-11.06,2.68,11.99,,,-7.39,16.83,2024-01-24
550,560500,鹏扬中证500质量成长ETF,指数型-股票,2025-03-13,0.9543,0.9543,0.38,1.41,2.48,25.14,11.97,3.71,-5.22,4.75,-4.57,2021-08-04
551,510590,平安中证500ETF,指数型-股票,2025-03-13,6.1887,1.1678,-0.89,1.64,0.3,33.43,11.95,-1.59,-2.85,4.7,15.95,2018-03-23
552,159150,易方达深证50ETF,指数型-股票,2025-03-13,1.1765,1.1765,-1.73,-1.03,-1.49,27.24,11.88,,,-0.71,17.65,2023-11-29
553,511380,博时可转债ETF,指数型-固收,2025-03-13,12.1281,1.2128,-0.48,1.29,3.34,18.04,11.77,7.82,7.6,4.56,21.25,2020-03-06
554,159621,国泰MSCI中国A股ESG通用ETF,指数型-股票,2025-03-14,1.0082,1.0082,-1.04,0.02,-0.81,22.51,11.65,-0.41,,-0.6,-1.55,2022-08-30
555,159912,汇添富深证300ETF,指数型-股票,2025-03-13,1.4424,1.4424,-1.55,0.49,-0.34,31.47,11.64,-6.43,-13.53,1.94,44.27,2011-09-16
556,511090,鹏扬中债-30年期国债ETF,指数型-固收,2025-03-13,120.5382,1.2504,-2.44,-5.16,-1.23,3.1,11.6,,,-3.08,25.35,2023-05-19
557,510570,兴业中证500ETF,指数型-股票,2025-03-13,0.9322,0.9322,-0.9,1.54,0.03,31.95,11.55,-0.95,-3.09,4.4,-6.74,2020-06-30
558,516720,浦银安盛中证ESG120策略ETF,指数型-股票,2025-03-13,0.881,0.881,-1.14,0.34,0.62,21.37,11.55,3.89,-2.51,-0.22,-11.9,2021-07-22
559,516530,银华中证现代物流ETF,指数型-股票,2025-03-13,0.8787,0.8787,0.35,0.19,-3.63,16.93,11.54,-7.03,-4.41,-2.17,-12.13,2022-01-04
560,517160,南方中证长江保护主题ETF,指数型-股票,2025-03-14,0.7396,0.7396,-0.68,1.71,-1.41,26.97,11.5,-5.92,-17.36,0.17,-27.4,2021-11-26
561,159576,广发深证100ETF,指数型-股票,2025-03-13,1.1698,1.1761,-1.89,-0.6,-0.96,29.4,11.48,,,0.18,17.64,2023-12-21
562,513700,鹏华中证港股通医药卫生综合交易ETF,指数型-股票,2025-03-13,0.4716,0.4716,-2.8,12.63,13.67,24.01,11.46,-18.42,-6.61,16.27,-52.84,2021-07-13
563,515880,国泰中证全指通信设备ETF,指数型-股票,2025-03-13,1.3266,1.3266,-2.8,-3.59,-1.38,30.42,11.44,36.76,37.2,-2.68,32.67,2019-08-16
564,561990,招商沪深300增强策略ETF,指数型-股票,2025-03-13,0.8585,0.8585,-1.19,0.21,-0.2,22.59,11.44,3.28,-0.6,-0.34,-14.15,2021-12-02
565,159730,博时国证龙头家电ETF,指数型-股票,2025-03-13,0.9987,0.9987,-1.11,-1.42,0.64,15.68,11.35,11.13,16.02,1.37,-0.13,2021-12-13
566,516950,银华中证基建ETF,指数型-股票,2025-03-14,1.0845,1.0845,0.96,4.06,-0.53,26.72,11.34,-1.04,6.85,1.2,8.45,2021-04-29
567,510550,方正富邦中证500ETF,指数型-股票,2025-03-13,1.5017,1.5017,-0.9,1.41,-0.17,32.99,11.32,-2.16,-4.62,4.36,50.2,2018-11-30
568,560700,广发中证国新央企股东回报ETF,指数型-股票,2025-03-14,1.0402,1.0987,1.2,1.79,-2.41,19.23,11.23,,,-2.22,10.05,2023-05-24
569,516910,富国中证现代物流ETF,指数型-股票,2025-03-13,1.0179,1.0179,0.35,0.18,-3.74,16.88,11.19,-7.15,-4.58,-2.29,1.79,2021-06-03
570,159350,富国深证50ETF,指数型-股票,2025-03-13,1.1644,1.1644,-1.73,-1.07,-1.71,26.29,11.01,,,-0.93,16.59,2023-11-30
571,159916,建信深证基本面60ETF,指数型-股票,2025-03-14,4.8511,2.6431,1.06,0.85,-0.13,25.2,10.99,3.93,2.39,1.49,164.31,2011-09-08
572,512380,银华MSCI中国A股ETF,指数型-股票,2025-03-13,1.3285,1.3285,-0.91,0.24,-0.49,24.25,10.87,-0.23,-4.24,-0.02,32.85,2019-03-19
573,515090,博时可持续发展100ETF,指数型-股票,2025-03-13,1.1992,1.1992,-1.14,0.82,0.12,22.59,10.84,2.29,-2.72,-0.01,19.92,2020-01-19
574,561960,招商中证国新央企股东回报ETF,指数型-股票,2025-03-14,1.0933,1.1053,1.18,1.79,-2.43,18.75,10.81,,,-2.28,10.51,2023-05-24
575,159961,方正富邦深证100ETF,指数型-股票,2025-03-13,1.6576,1.6576,-1.86,-0.6,-1.31,28.07,10.79,-6.8,-13.19,-0.04,65.33,2018-11-02
576,515770,摩根MSCI中国A股ETF,指数型-股票,2025-03-13,1.1647,1.1647,-0.95,0.31,-0.68,23.59,10.78,-0.91,-5.97,-0.21,16.47,2020-05-13
577,510370,兴业沪深300ETF,指数型-股票,2025-03-13,0.8621,0.8621,-1.15,0.09,-0.47,22.39,10.78,1.13,-4.7,-0.57,-13.79,2020-09-11
578,512520,华泰MSCI中国A股国际通ETF,指数型-股票,2025-03-13,1.1912,1.5212,-1.01,0.29,-0.58,24.1,10.76,0.56,-2.42,-0.04,51.75,2018-04-26
579,159619,国泰中证基建ETF,指数型-股票,2025-03-14,0.9845,0.9845,0.93,4.01,-0.89,26.2,10.73,-0.82,8.66,0.93,-1.55,2022-02-09
580,159608,广发中证稀有金属主题ETF,指数型-股票,2025-03-13,0.6151,0.6151,2.43,6.33,3.15,39.8,10.67,-18.68,-31.27,10.87,-38.49,2021-12-15
581,159773,华泰柏瑞创业板科技ETF,指数型-股票,2025-03-13,0.7433,0.7433,-4.0,-0.56,-2.11,39.53,10.66,-5.12,-11.45,2.52,-25.67,2021-09-23
582,159776,银华中证港股通医药卫生综合ETF,指数型-股票,2025-03-13,0.8965,0.8965,-2.81,12.24,12.91,23.13,10.62,-21.46,-9.79,15.47,-10.35,2022-03-07
583,159901,易方达深证100ETF,指数型-股票,2025-03-13,2.7699,5.3739,-1.91,-0.62,-1.26,28.17,10.55,-7.62,-14.37,0.0,441.87,2006-03-24
584,512870,南华中证杭州湾区ETF,指数型-股票,2025-03-13,1.2321,1.2321,-2.48,0.3,2.12,35.1,10.53,-15.95,-25.32,5.7,25.05,2018-12-14
585,513850,易方达MSCI美国50ETF(QDII),指数型-海外股票,2025-03-13,1.2511,1.2511,-4.29,-11.77,-10.99,-0.71,10.52,,,-8.93,25.11,2023-11-06
586,159523,华夏中证智选300成长创新策略ETF,指数型-股票,2025-03-13,1.0209,1.0209,-1.53,0.73,1.98,23.96,10.4,,,0.85,2.09,2023-09-05
587,513970,景顺长城恒生消费ETF(QDII),指数型-海外股票,2025-03-13,0.8973,0.8973,-1.31,3.85,0.7,27.77,10.36,,,3.13,-10.27,2023-04-12
588,563020,易方达中证红利低波动ETF,指数型-股票,2025-03-13,1.1345,1.1855,0.39,-0.15,-1.01,15.28,10.36,,,-2.59,18.81,2023-12-06
589,159706,华安深证100ETF,指数型-股票,2025-03-13,0.7039,0.7039,-1.87,-0.61,-1.25,27.43,10.35,-7.35,-14.12,-0.03,-29.61,2021-12-09
590,159635,华夏中证基建ETF,指数型-股票,2025-03-13,1.0288,1.0288,-0.66,3.24,-2.28,24.48,10.23,-4.25,,-0.48,2.88,2022-06-28
591,560550,广发中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.775,0.775,-0.23,1.24,0.41,22.3,10.23,-7.25,,2.7,-22.5,2022-07-11
592,515600,广发央企创新ETF,指数型-股票,2025-03-14,1.4904,1.4904,0.78,0.9,0.36,20.02,10.2,9.58,23.93,-1.0,50.83,2019-09-20
593,159653,国联安国证ESG300ETF,指数型-股票,2025-03-13,0.9857,0.9857,-0.8,0.32,-0.51,21.78,10.18,-1.43,,-0.05,-1.43,2023-03-06
594,510290,南方上证380ETF,指数型-股票,2025-03-13,2.0393,2.0393,-0.09,1.47,0.74,28.35,10.15,-2.03,-1.63,3.64,103.99,2011-09-16
595,159777,国联安创业板科技ETF,指数型-股票,2025-03-13,0.7146,0.7146,-3.96,-0.52,-2.14,37.66,10.12,-5.73,-12.98,2.54,-28.54,2021-09-27
596,159642,大成中证上海环交所碳中和ETF,指数型-股票,2025-03-14,0.7955,0.7955,1.91,2.33,1.9,22.78,10.1,-5.51,,4.34,-20.45,2022-07-13
597,512890,华泰柏瑞中证红利低波ETF,指数型-股票,2025-03-13,1.0906,2.1812,0.36,-0.19,-1.14,15.24,9.9,23.36,35.11,-2.74,118.12,2018-12-19
598,512280,景顺MSCI中国A股ETF,指数型-股票,2025-03-13,1.461,1.461,-0.92,0.26,-0.8,23.01,9.82,-1.9,-6.18,-0.29,46.19,2018-04-27
599,561130,富国中证新华社民族品牌工程ETF,指数型-股票,2025-03-13,0.7901,0.7901,-1.86,0.01,-0.94,30.4,9.78,-3.17,-6.46,-0.47,-21.01,2021-09-27
600,159980,大成有色金属期货ETF,指数型-其他,2025-03-14,1.7495,1.7495,2.07,3.33,4.65,7.1,9.76,14.58,6.6,6.8,74.95,2019-10-24
601,159970,工银瑞信深证100ETF,指数型-股票,2025-03-13,4.697,1.0281,-1.92,-0.62,-1.27,26.73,9.76,-7.79,-14.64,-0.07,2.81,2019-12-19
602,159717,鹏华国证ESG300ETF,指数型-股票,2025-03-13,0.8795,0.8795,-0.81,0.3,-0.67,22.07,9.73,-0.67,-4.59,-0.18,-12.05,2021-09-15
603,511180,海富通上证投资级可转债ETF,指数型-固收,2025-03-13,11.5108,1.1511,-0.29,0.23,2.17,13.55,9.68,10.02,8.47,2.39,15.11,2020-07-13
604,159656,万家沪深300成长ETF,指数型-股票,2025-03-13,0.8549,0.8549,-0.79,1.15,0.68,29.1,9.62,-12.59,,1.86,-14.51,2022-12-28
605,560860,万家中证工业有色金属主题ETF,指数型-股票,2025-03-13,0.877,0.877,3.66,4.83,5.61,32.58,9.61,-10.25,,10.73,-12.3,2023-02-22
606,159974,富国央企创新ETF,指数型-股票,2025-03-13,1.5984,1.5984,-0.71,0.79,-0.72,19.2,9.6,9.35,22.16,-2.06,63.09,2019-09-20
607,560070,汇添富中证国新央企股东回报ETF,指数型-股票,2025-03-13,1.0227,1.0727,0.57,1.0,-3.41,17.38,9.55,,,-3.22,7.37,2023-05-24
608,159639,南方中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.7737,0.7737,-0.26,1.23,0.27,21.9,9.5,-8.01,,2.6,-22.63,2022-07-11
609,516190,华夏中证文娱传媒ETF,指数型-股票,2025-03-13,1.0531,1.0531,-2.52,-5.0,-4.24,49.86,9.49,11.52,16.95,9.52,5.31,2021-09-09
610,513730,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),指数型-海外股票,2025-03-12,1.1247,1.1247,-6.83,-12.34,-18.91,-5.4,9.47,,,-15.64,12.47,2023-11-15
611,516600,工银瑞信中证消费服务领先ETF,指数型-股票,2025-03-13,0.6069,0.6069,-1.46,1.2,-0.13,28.74,9.37,-9.16,-9.89,0.93,-39.31,2021-02-09
612,561190,富国中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.7733,0.7733,-0.26,1.23,0.31,21.86,9.32,-8.08,,2.67,-22.69,2022-07-11
613,159549,天弘中证红利低波动100ETF,指数型-股票,2025-03-13,1.1188,1.1188,0.33,0.01,-2.65,18.43,9.28,,,-3.63,11.88,2023-11-23
614,516710,华夏中证新材料主题ETF,指数型-股票,2025-03-14,0.5157,0.5157,0.06,4.9,1.28,33.64,9.26,-26.75,-36.97,5.91,-48.43,2021-08-04
615,562010,华宝中证绿色能源ETF,指数型-股票,2025-03-14,0.752,0.752,1.7,2.1,0.44,23.6,9.18,-22.12,,3.88,-24.64,2022-12-16
616,510210,上证综指ETF,指数型-股票,2025-03-13,0.814,1.692,-0.61,0.62,-1.09,22.59,9.12,5.76,7.57,-0.12,71.92,2011-01-30
617,159763,建信中证新材料主题ETF,指数型-股票,2025-03-14,0.5047,0.5047,0.06,4.77,1.22,32.99,9.1,-26.9,-38.22,5.76,-49.53,2021-08-19
618,517380,天弘恒生沪深港创新药精选50ETF,指数型-股票,2025-03-13,0.5524,0.5524,-2.42,5.52,3.21,23.66,9.06,-16.06,-19.03,6.62,-44.76,2021-07-27
619,562990,易方达中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.7726,0.7726,-0.27,1.21,0.18,21.54,9.06,-8.3,,2.53,-22.74,2022-07-11
620,516360,华宝新材料ETF,指数型-股票,2025-03-14,0.7177,0.7177,0.06,4.82,1.18,32.76,8.96,-26.18,-36.78,5.73,-28.24,2021-04-30
621,515100,景顺长城红利低波动100ETF,指数型-股票,2025-03-13,1.4396,1.8766,0.26,-0.08,-2.89,17.77,8.94,17.47,28.8,-3.73,93.51,2020-05-22
622,159944,广发中证全指原材料ETF,指数型-股票,2025-03-13,0.9736,0.9736,2.26,3.3,3.06,26.05,8.92,-9.8,-16.84,7.7,-2.64,2015-06-25
623,159666,华夏中证全指运输ETF,指数型-股票,2025-03-13,0.9493,0.9493,-0.32,-0.27,-5.79,13.27,8.89,-6.72,,-4.43,-5.07,2023-01-13
624,159699,广发恒生消费(QDII-ETF),指数型-海外股票,2025-03-13,0.977,0.977,-1.56,3.27,0.27,26.6,8.88,,,2.6,-2.3,2023-08-10
625,159687,南方基金南方东英富时亚太低碳精选ETF(QDII),指数型-海外股票,2025-03-13,1.2833,1.2833,-3.05,-0.98,0.72,4.85,8.84,29.52,,2.12,28.33,2022-12-16
626,159671,工银瑞信中证稀有金属主题ETF,指数型-股票,2025-03-13,0.7468,0.7468,2.43,6.32,2.85,38.07,8.64,-21.22,,10.64,-25.25,2023-02-17
627,515860,嘉实新兴科技100ETF,指数型-股票,2025-03-13,1.2299,1.2299,-1.98,1.11,7.74,40.08,8.59,5.9,-3.95,5.28,22.99,2019-09-26
628,512260,华安中证低波动ETF,指数型-股票,2025-03-13,1.5969,1.5969,-0.37,0.71,-2.65,26.92,8.55,3.38,6.4,0.51,59.72,2018-11-30
629,515900,博时央企创新驱动ETF,指数型-股票,2025-03-13,1.4716,1.4716,-0.7,0.82,-0.88,18.3,8.51,7.57,19.5,-2.2,48.62,2019-09-20
630,513870,富国纳斯达克100ETF(QDII),指数型-海外股票,2025-03-12,1.3365,1.3365,-5.0,-9.74,-9.64,1.45,8.41,,,-6.97,33.65,2023-10-25
631,159617,华夏中证智选500价值稳健策略ETF,指数型-股票,2025-03-13,1.1554,1.1554,0.64,1.22,-2.0,27.87,8.39,8.52,,0.34,15.54,2022-06-09
632,159662,南方国证交通运输行业ETF,指数型-股票,2025-03-13,0.9784,0.9784,-0.34,-0.69,-6.55,11.77,8.36,-7.31,,-5.54,-2.16,2022-11-23
633,512040,富国中证价值ETF,指数型-股票,2025-03-13,0.9657,2.1394,1.55,1.42,-1.46,20.65,8.35,19.83,18.49,-1.3,116.96,2018-11-07
634,513110,华泰柏瑞纳斯达克100ETF(QDII),指数型-海外股票,2025-03-12,1.6259,1.6259,-5.0,-9.79,-9.43,1.64,8.34,63.14,,-7.11,62.59,2023-03-01
635,560060,汇添富中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.7604,0.7604,-0.29,1.17,0.01,21.02,8.33,-9.36,,2.4,-23.96,2022-07-13
636,159660,汇添富纳斯达克100ETF,指数型-海外股票,2025-03-12,1.5356,1.5356,-5.01,-9.77,-9.62,1.41,8.31,,,-7.01,53.56,2023-03-30
637,159910,嘉实深证基本面120ETF,指数型-股票,2025-03-13,2.1082,2.1082,-1.39,-0.47,-1.97,24.79,8.24,-0.34,-3.32,0.14,110.82,2011-08-01
638,515680,嘉实中证央企创新驱动ETF,指数型-股票,2025-03-13,1.4798,1.4798,-0.7,0.82,-0.92,18.19,8.2,7.43,20.09,-2.24,49.31,2019-09-20
639,159640,工银瑞信中证上海环交所碳中和ETF,指数型-股票,2025-03-13,0.7624,0.7624,-0.24,1.23,0.07,20.84,8.2,-9.75,,2.45,-23.76,2022-07-13
640,159959,银华中证央企结构调整ETF,指数型-股票,2025-03-13,1.4386,1.4386,-0.79,-0.07,-1.71,18.17,8.17,3.6,9.78,-3.29,43.86,2018-10-22
