序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
645,159959,银华中证央企结构调整ETF,指数型-股票,2025-03-12,1.4403,1.4403,0.52,-0.5,-3.72,18.07,8.1,6.25,9.91,-3.17,44.03,2018-10-22
646,159640,工银瑞信中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.7622,0.7622,0.65,1.03,-2.14,19.84,8.02,-9.6,,2.42,-23.78,2022-07-13
647,562800,嘉实中证稀有金属主题ETF,指数型-股票,2025-03-12,0.5382,0.5382,4.2,5.2,-0.37,33.98,8.01,-22.06,-33.66,10.47,-46.18,2021-09-15
648,159617,华夏中证智选500价值稳健策略ETF,指数型-股票,2025-03-12,1.1567,1.1567,1.64,1.26,-3.81,27.22,8.01,9.66,,0.45,15.67,2022-06-09
649,159910,嘉实深证基本面120ETF,指数型-股票,2025-03-12,2.1182,2.1182,0.29,-0.17,-3.85,24.72,7.88,1.16,-2.87,0.62,111.82,2011-08-01
650,159632,华安纳斯达克100ETF(QDII),指数型-海外股票,2025-03-12,1.6092,1.6092,-4.99,-9.74,-9.5,1.39,7.88,68.63,,-7.04,60.92,2022-07-21
651,159642,大成中证上海环交所碳中和ETF,指数型-股票,2025-03-12,0.78,0.78,0.58,0.96,-2.23,19.45,7.87,-8.08,,2.31,-22.0,2022-07-13
652,562880,嘉实中证电池主题ETF,指数型-股票,2025-03-12,0.5389,0.5389,-0.17,3.38,-0.5,30.67,7.76,-26.16,-39.27,6.92,-46.13,2021-07-13
653,562910,易方达中证装备产业ETF,指数型-股票,2025-03-12,0.6621,0.6621,1.02,3.08,-2.32,24.78,7.73,-17.1,-26.73,2.24,-33.79,2021-12-29
654,159513,大成纳斯达克100ETF(QDII),指数型-海外股票,2025-03-11,1.175,1.175,-4.7,-10.5,-10.95,1.21,7.71,,,-7.9,17.5,2023-07-12
655,516320,华夏中证装备产业ETF,指数型-股票,2025-03-12,0.7686,0.7686,1.03,3.07,-2.4,24.93,7.62,-17.38,-26.15,2.21,-23.14,2021-05-27
656,515110,易方达中证国企一带一路ETF,指数型-股票,2025-03-12,1.3272,1.3272,0.9,-0.67,-4.34,18.79,7.58,5.7,6.56,-2.41,32.72,2019-11-06
657,512040,富国中证价值ETF,指数型-股票,2025-03-12,0.9622,2.1324,1.78,0.66,-3.98,19.38,7.53,20.46,18.06,-1.66,116.18,2018-11-07
658,561800,华富中证稀有金属主题ETF,指数型-股票,2025-03-12,0.5751,0.5751,4.17,5.16,-0.55,33.65,7.52,-23.36,-34.47,10.32,-42.49,2021-08-11
659,516480,国联安中证新材料主题ETF,指数型-股票,2025-03-12,0.6367,0.6367,0.7,3.87,-2.18,28.37,7.21,-25.85,-37.9,4.67,-36.33,2021-05-27
660,159547,华夏中证红利低波动ETF,指数型-股票,2025-03-12,1.1192,1.1192,-0.64,-0.59,-3.4,14.39,7.2,,,-3.25,11.92,2024-01-25
661,517180,南方富时中国国企开放共赢ETF,指数型-股票,2025-03-12,1.4484,1.5244,-0.4,-2.19,-6.09,9.94,7.19,26.31,48.81,-7.49,52.26,2021-12-17
662,512950,华夏中证央企ETF,指数型-股票,2025-03-12,1.3307,1.3307,0.52,-0.55,-3.6,17.51,7.09,4.9,8.54,-3.26,37.14,2018-10-19
663,512960,博时央企结构调整ETF,指数型-股票,2025-03-12,1.2902,1.329,0.51,-0.55,-3.54,17.24,7.06,5.01,8.49,-3.25,36.4,2018-10-19
664,159719,平安富时中国国企开放共赢ETF,指数型-股票,2025-03-12,1.4888,1.4888,-0.37,-2.19,-6.11,9.54,7.01,24.95,45.89,-7.44,48.73,2021-12-17
665,517090,国泰富时中国国企开放共赢ETF,指数型-股票,2025-03-12,1.439,1.439,-0.29,-2.14,-5.95,9.89,6.94,24.86,41.9,-7.31,43.8,2021-12-17
666,513400,鹏华道琼斯工业平均ETF(QDII),指数型-海外股票,2025-03-11,1.0707,1.0707,-2.5,-6.83,-6.06,2.61,6.92,,,-2.6,7.07,2024-01-17
667,561320,国泰中证内地运输主题ETF,指数型-股票,2025-03-12,0.9238,0.9238,-0.25,-0.12,-7.56,9.92,6.76,-5.36,,-5.39,-7.62,2022-11-30
668,562310,银华沪深300成长ETF,指数型-股票,2025-03-12,0.7815,0.7815,1.44,1.27,-2.13,25.38,6.73,-15.71,,1.97,-21.85,2022-09-01
669,517120,华泰柏瑞中证创新药产业ETF,指数型-股票,2025-03-12,0.5224,0.5224,-0.51,5.54,2.88,23.24,6.72,-16.97,-17.15,8.43,-47.76,2021-07-08
670,516560,华宝中证养老产业ETF,指数型-股票,2025-03-12,0.809,0.809,2.37,1.83,-6.12,26.88,6.66,-6.54,-7.51,0.71,-19.1,2021-09-08
671,159708,西部利得深证红利ETF,指数型-股票,2025-03-12,0.7917,0.7917,1.83,2.5,-1.77,23.26,6.33,2.38,-0.62,1.03,-20.81,2021-06-18
672,512390,平安MSCI中国A股ETF,指数型-股票,2025-03-12,1.0581,1.3869,-0.24,-0.92,-3.4,13.59,6.31,1.52,1.06,-2.73,38.73,2018-06-07
673,515150,富国中证国企一带一路ETF,指数型-股票,2025-03-12,1.2529,1.2529,0.87,-0.73,-4.45,17.91,6.21,2.8,2.25,-2.59,25.29,2019-11-06
674,511260,国泰上证10年期国债ETF,指数型-固收,2025-03-12,134.22,1.342,-0.93,-1.64,-0.14,2.26,6.08,11.97,14.75,-1.14,34.19,2017-08-04
675,511520,富国中债7-10年政策性金融债ETF,指数型-固收,2025-03-12,113.3306,1.1333,-1.15,-2.13,-0.42,2.02,6.07,13.3,,-1.47,13.33,2022-08-19
676,516890,平安中证新材料主题ETF,指数型-股票,2025-03-12,0.5354,0.5354,0.75,3.98,-2.01,29.2,6.0,-27.83,-39.43,4.77,-46.47,2021-07-09
677,511270,海富通上证10年期ETF,指数型-固收,2025-03-12,116.2961,1.3514,-0.67,-1.91,-0.38,1.91,5.95,12.33,16.78,-1.34,38.02,2018-10-12
678,516710,华夏中证新材料主题ETF,指数型-股票,2025-03-12,0.5112,0.5112,0.75,4.14,-2.22,30.01,5.9,-28.15,-39.26,4.99,-48.88,2021-08-04
679,516360,华宝新材料ETF,指数型-股票,2025-03-13,0.7068,0.7068,-1.67,3.58,-0.35,30.74,5.87,-27.7,-39.47,4.12,-29.33,2021-04-30
680,511020,平安中证5-10年国债活跃券ETF,指数型-固收,2025-03-12,115.9199,1.2465,-0.86,-1.55,-0.15,2.14,5.85,11.3,13.31,-1.16,25.67,2018-12-21
681,159763,建信中证新材料主题ETF,指数型-股票,2025-03-12,0.5004,0.5004,0.72,4.03,-2.17,29.44,5.82,-28.28,-40.42,4.86,-49.96,2021-08-19
682,159748,富国沪港深创新药产业ETF,指数型-股票,2025-03-12,0.5816,0.5816,-0.63,5.71,2.88,22.8,5.78,-18.8,-20.16,8.73,-41.84,2021-11-24
683,159967,华夏创成长ETF,指数型-股票,2025-03-12,0.4556,1.6577,-0.04,-1.89,-4.61,28.41,5.76,-19.06,-29.69,1.2,61.56,2019-06-21
684,511100,华夏上证基准做市国债ETF,指数型-固收,2025-03-12,107.3683,1.0737,-1.11,-1.94,-0.02,2.31,5.58,,,-1.18,7.37,2023-12-13
685,159703,天弘中证新材料主题ETF,指数型-股票,2025-03-12,0.6233,0.6233,0.74,4.09,-2.33,29.48,5.45,-29.15,-40.64,4.9,-37.67,2021-05-27
686,562010,华宝中证绿色能源ETF,指数型-股票,2025-03-12,0.7358,0.7358,-0.24,1.1,-3.67,19.0,5.32,-25.38,,1.64,-26.27,2022-12-16
687,562060,华宝标普中国A股红利机会ETF,指数型-股票,2025-03-13,1.0814,1.1274,1.79,1.48,-2.99,20.72,5.3,,,-1.26,12.7,2023-12-08
688,516970,广发中证基建工程ETF,指数型-股票,2025-03-12,1.0791,1.0791,0.39,0.66,-8.36,23.84,5.26,-9.35,-8.01,-3.32,7.91,2021-06-23
689,560960,摩根中证碳中和60ETF,指数型-股票,2025-03-12,0.7989,0.7989,-0.27,0.92,-2.26,19.47,5.13,-17.26,,1.89,-20.11,2022-12-29
690,561060,华安中证国有企业红利ETF,指数型-股票,2025-03-12,1.052,1.066,0.29,-0.37,-5.07,14.03,5.13,,,-4.35,6.59,2023-09-06
691,515180,易方达中证红利ETF,指数型-股票,2025-03-12,1.3303,1.6013,0.64,0.33,-4.31,14.19,5.12,14.85,21.07,-3.49,65.16,2019-11-26
692,159515,鹏扬中证国有企业红利ETF,指数型-股票,2025-03-12,1.0618,1.0618,0.27,-0.41,-5.14,14.05,5.04,,,-4.45,6.18,2023-08-25
693,515990,添富中证国企一带一路ETF,指数型-股票,2025-03-13,1.258,1.258,0.24,-0.35,-2.76,17.25,5.0,-1.32,-0.81,-2.86,25.8,2019-11-06
694,515890,博时红利ETF,指数型-股票,2025-03-12,1.3546,1.6258,0.65,0.36,-4.07,13.86,4.99,15.85,23.41,-3.36,67.52,2020-03-20
695,515080,招商中证红利ETF,指数型-股票,2025-03-12,1.506,1.826,0.63,0.34,-4.23,14.15,4.92,14.01,20.86,-3.48,88.5,2019-11-28
696,159622,创新药ETF沪港深,指数型-股票,2025-03-12,0.8319,0.8319,-0.66,5.62,2.6,21.84,4.71,,,8.45,-16.82,2023-04-21
697,517110,国泰中证沪港深创新药产业ETF,指数型-股票,2025-03-12,0.5513,0.5513,-0.6,5.45,2.59,22.1,4.59,-20.27,-21.88,8.31,-44.87,2021-09-08
698,159581,万家中证红利ETF,指数型-股票,2025-03-12,1.0055,1.0455,0.63,0.31,-4.2,14.17,4.59,,,-3.48,4.61,2024-03-06
699,159905,工银深证红利ETF,指数型-股票,2025-03-12,1.6633,1.9693,1.78,2.41,-2.32,21.78,4.57,-0.97,-4.1,0.73,97.08,2010-11-05
700,159972,鹏华中证5年地债ETF,指数型-固收,2025-03-12,114.8701,1.2369,-0.29,-0.92,-0.15,1.13,4.53,9.41,12.39,-0.73,24.24,2019-08-23
701,511060,海富通上证5年期ETF,指数型-固收,2025-03-12,106.5643,1.2041,-0.24,-0.92,-0.24,1.05,4.42,8.69,11.81,-0.76,21.87,2019-11-07
702,560020,汇添富中证红利ETF,指数型-股票,2025-03-12,1.0506,1.0876,0.61,0.28,-4.35,13.72,4.33,,,-3.63,8.72,2023-09-26
703,510170,国联安上证商品ETF,指数型-股票,2025-03-12,0.881,1.093,3.4,0.0,-5.98,15.31,4.26,1.85,-1.97,-0.23,9.31,2010-11-26
704,511010,国泰上证5年期国债ETF,指数型-固收,2025-03-12,139.994,1.413,-0.4,-0.86,-0.5,0.83,4.12,8.21,10.05,-0.92,41.68,2013-03-05
705,516960,国泰细分机械设备产业主题ETF,指数型-股票,2025-03-12,0.7691,0.7691,-0.12,2.41,-2.95,21.6,4.0,-21.4,-31.04,1.69,-23.09,2021-04-07
706,159886,富国细分机械设备产业主题ETF,指数型-股票,2025-03-12,0.7942,0.7942,-0.13,2.42,-3.19,21.31,3.88,-21.52,-31.83,1.63,-20.58,2021-04-15
707,159691,工银瑞信中证港股通高股息精选ETF,指数型-股票,2025-03-12,1.105,1.1153,1.4,2.55,0.78,12.54,3.79,,,1.1,11.58,2023-03-30
708,561500,华泰柏瑞中证企业核心竞争力50ETF,指数型-股票,2025-03-12,0.6742,0.6742,1.72,3.76,3.53,27.83,3.6,-11.5,-11.97,6.09,-32.58,2021-06-17
709,516020,华宝化工ETF,指数型-股票,2025-03-12,0.6354,0.6354,1.79,1.78,-0.87,23.52,3.5,-21.0,-31.49,4.63,-36.46,2021-02-26
710,516120,富国中证细分化工产业主题ETF,指数型-股票,2025-03-12,0.6437,0.6437,1.79,1.77,-1.11,23.24,3.42,-20.92,-30.89,4.55,-35.63,2021-03-01
711,560650,民生加银中证企业核心竞争力50ETF,指数型-股票,2025-03-12,0.8539,0.8539,1.65,3.75,3.63,27.07,3.1,-13.12,,6.0,-14.61,2022-06-13
712,159816,鹏华0-4年地方政府债ETF,指数型-固收,2025-03-12,112.9325,1.1428,-0.1,-0.45,0.03,0.81,3.02,6.82,9.09,-0.47,14.44,2020-07-30
713,159649,华安中债1-5年国开债ETF,指数型-固收,2025-03-12,107.189,1.0719,-0.18,-0.43,-0.14,0.84,3.01,6.77,,-0.56,7.19,2022-08-08
714,515060,华夏中证全指房地产ETF,指数型-股票,2025-03-12,0.6765,0.6765,-0.1,-1.4,-15.71,25.88,2.81,-24.51,-30.29,-2.21,-32.35,2019-11-28
715,159650,博时中债0-3年国开行ETF,指数型-固收,2025-03-12,106.0915,1.0609,-0.14,-0.29,0.08,0.88,2.6,5.55,,-0.33,6.07,2022-08-26
716,511220,海富通上证城投债ETF,指数型-固收,2025-03-12,10.2845,1.4157,-0.26,-0.71,-0.29,0.61,2.56,7.55,10.6,-0.49,52.34,2014-11-13
717,510270,中银上证国企100ETF,指数型-股票,2025-03-12,1.2871,1.5019,0.94,-0.77,-4.18,11.92,2.56,4.22,1.11,-3.47,50.19,2011-06-16
718,562330,银华中证500价值ETF,指数型-股票,2025-03-12,0.9891,0.9891,1.52,0.02,-5.46,19.56,2.53,,,-0.96,-1.15,2023-04-07
719,510880,华泰柏瑞上证红利ETF,指数型-股票,2025-03-12,3.0181,2.9167,0.45,-1.4,-5.04,10.8,2.52,15.16,20.98,-5.54,242.22,2006-11-17
720,516220,国泰中证细分化工产业主题ETF,指数型-股票,2025-03-12,0.6632,0.6632,1.72,1.69,-1.34,22.16,2.39,-21.69,-31.34,4.26,-33.68,2021-03-02
721,511030,平安中债债利差因子ETF,指数型-固收,2025-03-12,10.4912,1.1741,-0.16,-0.47,-0.08,0.62,2.29,5.53,7.07,-0.29,18.3,2018-12-27
722,159651,平安中债-0-3年国开行债券ETF,指数型-固收,2025-03-12,105.531,1.0553,-0.04,-0.24,-0.03,0.77,2.22,5.12,,-0.39,5.53,2022-09-01
723,513800,南方顶峰TOPIX-ETF,指数型-海外股票,2025-03-12,1.389,1.419,0.01,0.95,-1.12,1.53,2.18,28.45,38.22,1.25,42.08,2019-06-12
724,510410,博时上证自然资源ETF,指数型-股票,2025-03-12,1.1942,1.1942,3.04,-1.47,-6.11,11.63,1.98,7.94,9.18,-1.31,19.42,2012-04-10
725,159870,鹏华中证细分化工产业ETF,指数型-股票,2025-03-12,0.6015,0.6015,1.73,1.69,-1.38,22.06,1.95,-22.93,-32.73,4.26,-39.85,2021-02-23
726,511360,海富通中证短融ETF,指数型-固收,2025-03-12,111.3122,1.1131,0.03,0.05,0.29,0.83,1.87,4.39,6.62,0.17,11.31,2020-08-03
727,588700,嘉实上证科创板生物医药ETF,指数型-股票,2025-03-12,0.9239,0.9239,-1.32,7.02,2.07,27.98,1.85,,,11.31,-7.61,2023-12-27
728,511580,招商中证国债及政策性金融债0-3年ETF,指数型-固收,2025-03-12,107.1325,1.0713,-0.16,-0.35,-0.24,0.06,1.75,6.31,,-0.36,7.13,2022-09-15
729,513290,汇添富纳斯达克生物科技ETF(QDII),指数型-海外股票,2025-03-12,1.1667,1.1667,-1.51,-0.01,-0.77,-6.76,1.74,17.54,,3.17,16.67,2022-08-15
730,516070,易方达中证内地低碳经济ETF,指数型-股票,2025-03-12,0.4478,0.8956,-0.29,0.34,-7.31,14.76,1.7,-22.9,-34.5,-2.95,-10.44,2021-04-15
731,512200,南方中证房地产ETF,指数型-股票,2025-03-12,1.4276,0.5112,-0.11,-1.5,-16.38,26.35,1.62,-26.83,-33.11,-2.31,-48.88,2017-08-25
732,159616,建信中证农牧主题ETF,指数型-股票,2025-03-12,0.7051,0.7051,2.84,2.29,-5.53,20.63,1.34,-21.61,,0.5,-29.49,2022-07-21
733,562850,嘉实中证国新央企现代能源ETF,指数型-股票,2025-03-12,1.0491,1.0491,0.14,-1.47,-7.07,2.8,1.17,,,-6.4,4.91,2023-07-27
734,561260,工银瑞信中证国新央企现代能源ETF,指数型-股票,2025-03-12,1.0457,1.0457,0.16,-1.43,-7.06,2.76,1.1,,,-6.36,4.57,2023-07-27
735,516550,嘉实中证大农业ETF,指数型-股票,2025-03-12,0.6259,0.6259,1.81,1.92,-6.86,19.51,1.02,-17.97,-26.18,-1.43,-37.41,2021-03-30
736,516570,易方达中证石化产业ETF,指数型-股票,2025-03-12,0.7427,0.7427,1.49,-0.84,-3.7,12.58,0.92,-12.36,-21.38,-1.16,-25.73,2021-06-09
737,561790,博时中证国新央企现代能源ETF,指数型-股票,2025-03-12,1.0475,1.0475,0.12,-1.5,-7.05,2.56,0.78,,,-6.41,4.75,2023-07-27
738,159669,国泰国证绿色电力ETF,指数型-股票,2025-03-12,0.9997,0.9997,0.48,-0.94,-7.79,4.06,0.58,1.25,,-5.73,-0.03,2022-12-29
739,159625,嘉实国证绿色电力ETF,指数型-股票,2025-03-12,1.087,1.087,0.48,-0.94,-7.66,3.96,0.49,2.58,,-5.7,8.7,2022-04-21
740,159731,华夏中证石化产业ETF,指数型-股票,2025-03-12,0.6868,0.6868,1.45,-0.89,-3.77,12.61,0.48,-12.82,-21.78,-1.25,-31.32,2021-12-02
741,159758,华夏中证红利质量ETF,指数型-股票,2025-03-12,0.9034,0.9034,0.93,-1.29,-4.74,25.19,0.36,-4.07,-0.3,-0.92,-9.66,2021-12-20
742,159698,鹏华国证粮食产业ETF,指数型-股票,2025-03-12,0.8606,0.8606,0.46,-0.97,-8.33,19.56,-0.2,,,-2.88,-13.94,2023-07-26
743,159707,华宝中证800地产ETF,指数型-股票,2025-03-12,0.6296,0.6296,-0.73,-0.83,-11.05,22.35,-0.21,-29.25,-36.19,-0.74,-37.04,2021-11-04
744,516130,华宝中证消费龙头ETF,指数型-股票,2025-03-12,0.7683,0.7683,1.8,0.91,-4.49,18.4,-0.32,-9.47,-9.49,-2.07,-23.17,2021-09-28
745,513080,华安法国CAC40ETF(QDII),指数型-海外股票,2025-03-11,1.6177,1.6177,1.89,3.55,9.23,6.27,-0.33,17.23,45.92,11.07,61.72,2020-05-29
746,516080,易方达中证创新药产业ETF,指数型-股票,2025-03-12,0.5536,0.5536,0.07,3.23,-4.24,20.01,-0.36,-20.48,-25.48,3.03,-44.64,2021-02-03
747,515650,富国中证消费50ETF,指数型-股票,2025-03-12,1.1452,1.1452,1.4,1.57,-5.37,18.37,-0.37,-9.87,-10.01,-2.14,14.52,2019-10-14
748,159520,工银中证消费龙头ETF,指数型-股票,2025-03-12,1.032,1.032,1.83,0.92,-4.81,18.5,-0.6,,,-2.21,3.2,2023-10-19
749,159798,易方达中证消费50ETF,指数型-股票,2025-03-12,0.9271,0.9271,1.36,1.48,-5.48,17.8,-0.79,-10.44,,-2.25,-7.29,2022-04-28
750,159623,博时成渝经济圈ETF,指数型-股票,2025-03-12,0.7892,0.7892,1.95,1.47,-6.71,25.89,-0.95,-14.59,,0.15,-21.08,2022-08-15
751,159790,华夏中证内地低碳经济主题ETF,指数型-股票,2025-03-12,0.5667,0.5667,-0.37,0.19,-8.02,12.75,-1.03,-26.88,-39.08,-3.56,-43.33,2021-07-30
752,159885,鹏华中证内地低碳经济主题ETF,指数型-股票,2025-03-12,0.5878,0.8817,-0.37,0.15,-8.04,12.35,-1.29,-26.48,-37.81,-3.61,-11.83,2021-04-06
753,159670,国联安中证消费50ETF,指数型-股票,2025-03-12,0.9444,0.9444,1.36,1.49,-5.39,16.29,-1.3,,,-2.15,-5.56,2023-04-14
754,159768,银华中证内地地产主题ETF,指数型-股票,2025-03-12,0.5651,0.5651,-0.72,-0.81,-11.01,22.29,-1.31,-31.96,-39.27,-0.74,-43.49,2022-01-27
755,512580,广发中证环保ETF,指数型-股票,2025-03-12,0.9669,0.9669,0.26,1.12,-7.27,15.91,-1.34,-28.69,-40.33,-1.94,-3.31,2017-01-25
756,159745,国泰中证全指建筑材料ETF,指数型-股票,2025-03-12,0.5918,0.5918,1.54,3.26,-8.48,28.85,-1.38,-26.89,-34.64,1.6,-40.82,2021-06-09
757,560560,泰康中证内地低碳经济ETF,指数型-股票,2025-03-12,0.5525,0.5525,-0.36,0.16,-8.05,12.34,-1.55,-27.25,-39.45,-3.61,-44.85,2021-08-27
758,159611,广发中证全指电力公用事业ETF,指数型-股票,2025-03-12,0.9264,0.9264,0.1,-0.7,-7.86,1.41,-1.6,5.36,0.77,-6.52,-7.36,2021-12-29
759,562300,银华中证内地低碳经济主题ETF,指数型-股票,2025-03-12,0.557,0.557,-0.38,0.14,-8.01,11.94,-1.66,-27.51,-39.25,-3.62,-44.3,2021-12-20
760,561560,华泰柏瑞中证全指电力公用事业ETF,指数型-股票,2025-03-12,1.1177,1.1177,0.09,-0.73,-7.78,1.28,-1.71,6.06,,-6.52,11.77,2022-04-26
761,562550,华夏中证绿色电力ETF,指数型-股票,2025-03-12,1.009,1.009,0.19,-0.62,-7.74,1.81,-1.93,0.99,,-6.27,0.9,2023-03-07
762,510150,招商上证消费80ETF,指数型-股票,2025-03-12,0.5228,2.0676,1.24,1.53,-5.1,19.22,-2.04,-15.76,-19.26,-1.19,106.76,2010-12-08
763,516810,华夏中证农业主题ETF,指数型-股票,2025-03-12,0.6749,0.6749,1.81,2.72,-5.82,17.13,-2.06,-19.38,-27.27,0.24,-32.51,2021-12-29
764,561700,博时中证全指电力公用事业ETF,指数型-股票,2025-03-12,0.9744,0.9744,0.05,-0.78,-7.89,1.15,-2.07,4.36,,-6.57,-2.58,2022-07-01
765,562960,易方达中证绿色电力ETF,指数型-股票,2025-03-12,1.0074,1.0074,0.21,-0.64,-7.71,1.63,-2.08,,,-6.24,0.74,2023-04-03
766,560580,南方中证全指电力公用事业ETF,指数型-股票,2025-03-12,0.9764,0.9764,0.08,-0.72,-7.94,1.22,-2.13,,,-6.58,-2.36,2023-04-27
767,517990,招商中证沪港深500医药卫生ETF,指数型-股票,2025-03-12,0.7658,0.7658,-0.6,3.65,-0.67,18.88,-2.15,-25.43,,5.12,-23.42,2022-05-09
768,561170,富国中证绿色电力ETF,指数型-股票,2025-03-12,1.0122,1.0122,0.22,-0.6,-7.83,1.69,-2.2,1.44,,-6.35,1.21,2023-03-02
769,562350,银华中证全指电力公用事业ETF,指数型-股票,2025-03-12,0.9783,0.9783,0.08,-0.66,-7.65,1.02,-2.22,3.51,,-6.36,-2.18,2022-06-30
770,159858,南方中证创新药产业ETF,指数型-股票,2025-03-12,0.562,0.562,0.02,3.18,-4.75,18.49,-2.24,-23.81,-29.62,2.63,-43.8,2021-03-12
771,159787,易方达中证全指建筑材料ETF,指数型-股票,2025-03-12,0.6458,0.6458,1.49,3.2,-8.58,27.35,-2.36,-28.16,-36.17,1.43,-35.42,2022-03-04
772,516750,富国中证全指建筑材料ETF,指数型-股票,2025-03-12,0.6496,0.6496,1.5,3.18,-8.79,28.23,-2.37,-27.97,-36.41,1.36,-35.04,2021-10-28
773,159697,鹏华国证石油天然气ETF,指数型-股票,2025-03-12,0.9681,0.9681,0.84,-3.85,-9.3,6.51,-2.73,,,-8.38,-3.19,2023-04-17
774,159827,银华中证农业主题ETF,指数型-股票,2025-03-12,0.7123,0.7123,1.79,2.68,-5.82,16.31,-2.77,-20.64,-28.58,0.14,-28.77,2020-12-10
775,515120,广发中证创新药产业ETF,指数型-股票,2025-03-12,0.5334,0.5334,0.04,3.13,-4.85,18.09,-2.88,-24.57,-30.92,2.54,-46.66,2020-12-03
776,159847,易方达中证医疗ETF,指数型-股票,2025-03-12,0.4026,0.4026,0.45,3.52,-2.66,27.61,-2.92,-29.14,-34.56,6.28,-59.74,2021-07-08
777,516060,工银瑞信中证创新药产业ETF,指数型-股票,2025-03-12,0.4907,0.4907,0.02,3.11,-4.74,18.13,-2.93,-24.64,-30.96,2.55,-50.93,2021-02-09
778,560900,摩根中证创新药产业ETF,指数型-股票,2025-03-12,0.7678,0.7678,-0.01,3.12,-4.87,17.96,-3.01,-25.01,,2.5,-23.22,2022-05-19
779,159992,银华中证创新药产业ETF,指数型-股票,2025-03-12,0.7138,0.7138,0.03,3.12,-4.81,17.85,-3.08,-25.12,-31.58,2.51,-28.63,2020-03-20
780,561360,国泰中证油气产业ETF,指数型-股票,2025-03-12,1.0062,1.0062,0.99,-2.82,-7.07,9.99,-3.23,,,-5.14,0.62,2023-10-23
781,159835,建信中证创新药产业ETF,指数型-股票,2025-03-12,0.5559,0.5559,-0.02,3.06,-4.86,17.45,-3.44,-24.9,-31.57,2.41,-44.41,2021-03-11
782,513520,华夏野村日经225ETF,指数型-海外股票,2025-03-12,1.3811,1.3811,-0.88,-2.97,-5.17,-1.36,-3.76,28.19,36.62,-3.56,38.11,2019-06-12
783,510660,华夏医药ETF,指数型-股票,2025-03-12,2.1346,2.1346,-0.07,1.88,-3.68,17.47,-4.04,-19.42,-23.44,2.09,113.46,2013-03-28
784,560260,广发中证医疗ETF,指数型-股票,2025-03-12,0.8647,0.8647,0.43,3.51,-2.84,26.75,-4.04,,,6.14,-13.53,2023-09-06
785,159866,工银瑞信大和日经225ETF(QDII),指数型-海外股票,2025-03-12,1.032,1.032,-0.52,-2.96,-5.46,-2.33,-4.15,25.18,31.95,-2.98,3.2,2021-03-24
786,159828,国泰中证医疗ETF,指数型-股票,2025-03-12,0.4283,0.4283,0.45,3.53,-2.95,26.83,-4.2,-31.44,-37.91,6.15,-57.17,2020-12-24
787,159825,富国中证农业主题ETF,指数型-股票,2025-03-12,0.6643,0.6643,1.79,2.69,-6.26,15.25,-4.25,-22.58,-30.33,-0.18,-33.57,2020-12-10
788,512170,华宝中证医疗ETF,指数型-股票,2025-03-12,0.3464,1.0392,0.41,3.46,-2.94,26.56,-4.28,-30.89,-37.56,6.03,3.9,2019-05-20
789,159873,天弘中证全指医疗保健设备与服务ETF,指数型-股票,2025-03-12,0.5963,0.5963,0.81,2.69,-5.35,22.9,-4.3,-23.97,-26.47,4.12,-40.37,2021-03-16
790,513000,易方达日经225ETF,指数型-海外股票,2025-03-12,1.3811,1.3811,-0.55,-3.17,-5.52,-2.42,-4.47,26.28,34.34,-3.14,38.11,2019-06-12
791,159861,国泰中证环保产业50ETF,指数型-股票,2025-03-12,0.8339,0.8339,0.19,0.94,-8.03,14.99,-4.56,-30.65,-40.95,-2.16,-16.61,2021-03-19
792,159898,招商中证全指医疗器械ETF,指数型-股票,2025-03-12,0.5376,0.5376,1.01,1.95,-4.73,20.19,-4.78,-20.01,-24.64,3.58,-46.24,2021-05-27
793,516090,易方达中证新能源ETF,指数型-股票,2025-03-12,0.384,0.768,0.71,2.21,-7.2,21.06,-4.79,-36.14,-46.31,0.37,-23.2,2021-03-11
794,516790,华泰柏瑞中证医疗保健ETF,指数型-股票,2025-03-12,0.5917,0.5917,0.87,2.87,-4.83,22.15,-4.95,-25.1,-27.62,4.61,-40.83,2021-08-12
795,562900,易方达中证现代农业主题ETF,指数型-股票,2025-03-12,0.7093,0.7093,1.42,2.38,-7.47,14.13,-5.11,-22.68,-28.45,-1.49,-29.07,2021-12-02
796,510630,华夏消费ETF,指数型-股票,2025-03-12,0.944,3.776,3.05,4.69,-7.97,22.15,-5.12,-20.47,-22.6,-2.04,277.6,2013-03-28
797,159752,申万菱信中证内地新能源主题ETF,指数型-股票,2025-03-12,0.4768,0.4768,0.61,1.99,-6.75,20.4,-5.23,-36.94,-50.6,-0.96,-52.32,2021-07-20
798,512120,华安中证细分医药ETF,指数型-股票,2025-03-12,0.4073,1.2219,0.42,1.42,-6.09,14.09,-5.5,-22.57,-29.53,-0.24,22.19,2013-12-04
799,159843,招商国证食品饮料ETF,指数型-股票,2025-03-12,0.6683,0.6683,3.5,5.74,-7.17,24.31,-5.73,-21.13,-17.76,-1.24,-33.17,2021-01-25
800,516160,南方中证新能源ETF,指数型-股票,2025-03-12,1.98,0.6121,0.68,2.18,-7.52,20.39,-5.78,-37.65,-48.39,0.14,-38.81,2021-01-22
